  1040   1040   1050 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    150 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    250 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    350 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    450 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040     50 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    550 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    650 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    750 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    850 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1040    950 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120   1050 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    150 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    250 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    350 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    450 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120     50 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    550 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    650 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    750 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    850 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1120    950 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1200   1050 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1200    150 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
  1040   1200    250 LO: 0.000e+00 + 0.000e+00 - 0.000e+00 NLO: 0.000e+00 + 0.000e+00 - 0.000e+00
