400  400  0.949530
400  480  0.635050
400  560  0.816700
400  640  1.513620
400  720  0.654243
400  800  0.417667
400  880  3.327270
400  960  0.688700
400  1040  0.720336
400  1120  0.828485
400  1200  0.621788
400  1280  0.747576
400  1360  0.620333
400  1440  0.475700
400  1520  0.379359
400  1600  0.747879
400  1680  0.498700
400  1760  0.846061
400  1840  1.209000
400  1920  0.580667
400  2000  0.518454
480  400  0.493285
480  480  0.468426
480  560  0.524792
480  640  0.892300
480  720  1.207160
480  800  0.395037
480  880  0.649855
480  960  0.308900
480  1040  0.657600
480  1120  0.440200
480  1200  0.391272
480  1280  0.675768
480  1360  0.573700
480  1440  1.710910
480  1520  0.484200
480  1600  0.374454
480  1680  0.000000
480  1760  0.507901
480  1840  0.539695
480  1920  0.635700
480  2000  0.552588
560  400  0.300879
560  480  0.186711
560  560  0.551700
560  640  0.163300
560  720  0.490000
560  800  0.297200
560  880  2.984245
560  960  0.695143
560  1040  0.461400
560  1120  0.460189
560  1200  0.219700
560  1280  0.346800
560  1360  0.903500
560  1440  0.331700
560  1520  0.303100
560  1600  0.416606
560  1680  0.754440
560  1760  0.305300
560  1840  0.293400
560  1920  0.343844
560  2000  0.432970
640  400  0.507519
640  480  0.350128
640  560  0.537600
640  640  0.473800
640  720  0.608801
640  800  0.397833
640  880  0.435317
640  960  0.300553
640  1040  0.429364
640  1120  0.425300
640  1200  1.428135
640  1280  0.242091
640  1360  0.776932
640  1440  0.338872
640  1520  0.981000
640  1600  1.188000
640  1680  0.584121
640  1760  0.713220
640  1840  0.905600
640  1920  0.834815
640  2000  1.074635
720  400  0.189304
720  480  0.238342
720  560  0.541200
720  640  0.670851
720  720  0.782317
720  800  1.272119
720  880  0.345066
720  960  0.541314
720  1040  0.335716
720  1120  0.646200
720  1200  0.804200
720  1280  0.420900
720  1360  0.712800
720  1440  0.362637
720  1520  0.357879
720  1600  1.122000
720  1680  0.399394
720  1760  1.015000
720  1840  0.679700
720  1920  0.820186
720  2000  0.411848
800  400  0.673849
800  480  0.262121
800  560  0.335606
800  640  0.407800
800  720  0.258400
800  800  1.989395
800  880  0.728943
800  960  1.319000
800  1040  1.057029
800  1120  1.323000
800  1200  0.814813
800  1280  0.636200
800  1360  1.732105
800  1440  0.759163
800  1520  0.386821
800  1600  1.379000
800  1680  0.327200
800  1760  1.043000
800  1840  0.603687
800  1920  0.604500
800  2000  0.868700
880  400  0.505394
880  480  0.191200
880  560  1.152305
880  640  0.633376
880  720  0.810200
880  800  0.447500
880  880  0.940900
880  960  1.193000
880  1040  0.552600
880  1120  1.027000
880  1200  0.976058
880  1280  0.964200
880  1360  0.356162
880  1440  1.181105
880  1520  0.969900
880  1600  0.476545
880  1680  1.182340
880  1760  0.655800
880  1840  0.629394
880  1920  0.270400
880  2000  0.615300
960  400  0.646333
960  480  0.294200
960  560  0.607561
960  640  0.280680
960  720  0.816120
960  800  0.611667
960  880  1.620000
960  960  0.965420
960  1040  0.258800
960  1120  1.343000
960  1200  1.308000
960  1280  1.343000
960  1360  0.964265
960  1440  0.373145
960  1520  0.304478
960  1600  0.427891
960  1680  0.421939
960  1760  1.456000
960  1840  0.596700
960  1920  1.996455
960  2000  0.432100
1040  400  0.596545
1040  480  0.482606
1040  560  1.053525
1040  640  0.437500
1040  720  2.663145
1040  800  0.451339
1040  880  0.271700
1040  960  0.702600
1040  1040  0.627270
1040  1120  1.101615
1040  1200  1.744030
1040  1280  0.972200
1040  1360  0.564703
1040  1440  0.690400
1040  1520  1.381000
1040  1600  0.307900
1040  1680  0.576200
1040  1760  0.684703
1040  1840  0.523596
1040  1920  1.777000
1040  2000  0.554385
1120  400  0.857576
1120  480  0.351454
1120  560  0.604667
1120  640  0.203900
1120  720  0.390115
1120  800  2.044240
1120  880  0.761900
1120  960  2.095760
1120  1040  0.434045
1120  1120  1.238000
1120  1200  1.838000
1120  1280  1.277575
1120  1360  1.401000
1120  1440  0.422465
1120  1520  0.872000
1120  1600  0.545300
