400  400  6.439090
400  480  6.399090
400  560  5.918790
400  640  6.540910
400  720  5.352420
400  800  5.177580
400  880  5.330000
400  960  5.516965
400  1040  5.635755
400  1120  5.675155
400  1200  5.658185
400  1280  6.046060
400  1360  6.162425
400  1440  6.093030
400  1520  5.721210
400  1600  6.461515
400  1680  6.303635
400  1760  6.987875
400  1840  6.796970
400  1920  6.696970
400  2000  7.030305
480  400  7.396970
480  480  7.324240
480  560  7.100610
480  640  6.216060
480  720  5.300905
480  800  5.000605
480  880  4.738180
480  960  4.940910
480  1040  4.504545
480  1120  4.970305
480  1200  4.539090
480  1280  4.544245
480  1360  5.089695
480  1440  4.829090
480  1520  5.506060
480  1600  5.510305
480  1680  5.247270
480  1760  5.131515
480  1840  5.196060
480  1920  6.069395
480  2000  6.023330
560  400  8.890910
560  480  8.481820
560  560  7.784845
560  640  7.624245
560  720  6.703935
560  800  5.741210
560  880  5.203640
560  960  4.669695
560  1040  5.266365
560  1120  4.639695
560  1200  4.539695
560  1280  4.497275
560  1360  5.205760
560  1440  4.955455
560  1520  5.007580
560  1600  4.809090
560  1680  5.126970
560  1760  4.926970
560  1840  5.604545
560  1920  6.327275
560  2000  5.887575
640  400  9.481800
640  480  10.518175
640  560  9.627265
640  640  9.039405
640  720  7.706065
640  800  7.158485
640  880  5.965455
640  960  5.776970
640  1040  5.243635
640  1120  5.236365
640  1200  5.087880
640  1280  5.033635
640  1360  5.410910
640  1440  5.113335
640  1520  5.323335
640  1600  4.909095
640  1680  4.841820
640  1760  5.168180
640  1840  4.942425
640  1920  6.293030
640  2000  5.519390
720  400  10.430315
720  480  11.187880
720  560  11.190895
720  640  23.900021
720  720  9.384860
720  800  9.154565
720  880  7.145450
720  960  7.226365
720  1040  5.552425
720  1120  5.509395
720  1200  5.219395
720  1280  4.917880
720  1360  4.853335
720  1440  4.769090
720  1520  4.339500
720  1600  4.810305
720  1680  4.057880
720  1760  4.427875
720  1840  5.016665
720  1920  4.838790
720  2000  4.672725
800  400  10.969700
800  480  12.100000
800  560  12.715150
800  640  12.557575
800  720  11.581841
800  800  11.027275
800  880  8.318200
800  960  8.590925
800  1040  8.391820
800  1120  6.429090
800  1200  5.878790
800  1280  5.239390
800  1360  6.387195
800  1440  4.493940
800  1520  5.090000
800  1600  5.260725
800  1680  4.759395
800  1760  4.760635
800  1840  4.774850
800  1920  4.561210
800  2000  4.553640
880  400  11.212126
880  480  12.387899
880  560  13.051500
880  640  13.781799
880  720  13.909050
880  800  12.733355
880  880  10.884825
880  960  10.627290
880  1040  8.427250
880  1120  7.416360
880  1200  6.452120
880  1280  5.841820
880  1360  5.364240
880  1440  5.904590
880  1520  4.826665
880  1600  5.015120
880  1680  6.136970
880  1760  4.861060
880  1840  5.150300
880  1920  4.765455
880  2000  4.699700
960  400  11.281811
960  480  12.730300
960  560  14.066649
960  640  15.039400
960  720  16.136400
960  800  14.918150
960  880  14.475750
960  960  12.057594
960  1040  11.109079
960  1120  8.733025
960  1200  8.267860
960  1280  6.608485
960  1360  6.391515
960  1440  6.109395
960  1520  5.621880
960  1600  5.553560
960  1680  5.231090
960  1760  5.160045
960  1840  4.516985
960  1920  6.088135
960  2000  4.963955
1040  400  11.490900
1040  480  12.818150
1040  560  14.512150
1040  640  15.996950
1040  720  16.593950
1040  800  17.030300
1040  880  16.200001
1040  960  15.097000
1040  1040  12.751526
1040  1120  11.978765
1040  1200  11.569680
1040  1280  7.952120
1040  1360  6.954545
1040  1440  6.222320
1040  1520  6.752425
1040  1600  6.003485
1040  1680  5.480910
1040  1760  5.342850
1040  1840  5.369695
1040  1920  6.440530
1040  2000  5.016395
1120  400  11.536385
1120  480  13.396999
1120  560  15.693951
1120  640  16.769701
1120  720  18.239399
1120  800  20.306049
1120  880  19.624249
1120  960  19.421200
1120  1040  16.590900
1120  1120  14.215130
1120  1200  12.390900
1120  1280  11.003040
1120  1360  8.650949
1120  1440  7.696350
1120  1520  7.673400
1120  1600  7.268485
1120  1680  6.541545
1120  1760  6.954090
1120  1840  5.781350
1120  1920  7.179530
1120  2000  5.397895
1200  400  11.993950
1200  480  12.854549
1200  560  14.575750
1200  640  16.948450
1200  720  19.381800
1200  800  20.524250
1200  880  20.639400
1200  960  21.345449
1200  1040  19.687901
1200  1120  17.678801
1200  1200  17.472750
1200  1280  14.748480
1200  1360  11.121201
1200  1440  10.509075
1200  1520  9.141251
1200  1600  8.775351
1200  1680  6.965045
1200  1760  7.244910
1200  1840  6.851410
1200  1920  6.706955
1200  2000  6.886105
1280  400  11.754550
1280  480  12.906050
1280  560  17.036350
1280  640  17.745449
1280  720  19.987900
1280  800  22.151501
1280  880  22.512150
1280  960  23.542450
1280  1040  22.739399
1280  1120  19.887899
1280  1200  19.960600
1280  1280  18.866699
1280  1360  14.632350
1280  1440  12.337400
1280  1520  9.948650
1280  1600  9.646900
1280  1680  8.946395
1280  1760  8.691200
1280  1840  7.392470
1280  1920  7.236850
1280  2000  7.776305
1360  400  11.372700
1360  480  13.112150
1360  560  15.575750
1360  640  17.678799
1360  720  20.430300
1360  800  23.575748
1360  880  24.630299
1360  960  26.393950
1360  1040  26.148499
1360  1120  25.730301
1360  1200  26.636349
1360  1280  23.112150
1360  1360  18.661051
1360  1440  17.337900
1360  1520  13.551500
1360  1600  12.873400
1360  1680  9.519200
1360  1760  9.189150
1360  1840  8.905900
