160  2500  1050 5.100610
160  2500  150 0.974242
160  2500  250 2.868185
160  2500  350 4.546970
160  2500  450 2.346060
160  2500  550 3.338485
160  2500  650 3.403640
160  2500  750 2.540305
160  2500  850 4.610300
160  2500  950 2.227275
240  2500  1050 1.780305
240  2500  150 0.235799
240  2500  250 1.241515
240  2500  350 1.670500
240  2500  450 1.024547
240  2500  550 3.064240
240  2500  650 1.056060
240  2500  750 1.299700
240  2500  850 2.099695
240  2500  950 3.596970
320  2500  1050 1.316665
320  2500  150 0.679455
320  2500  250 0.144909
320  2500  350 0.660000
320  2500  450 1.510500
320  2500  550 1.471215
320  2500  650 2.379700
320  2500  750 0.808182
320  2500  850 0.954545
320  2500  950 3.367575
400  2500  1050 0.625157
400  2500  150 0.249334
400  2500  250 0.599600
400  2500  350 0.513515
400  2500  450 1.505150
400  2500  550 0.925456
400  2500  650 1.014400
400  2500  750 0.924975
400  2500  850 2.511195
400  2500  950 1.416065
480  2500  1050 0.717700
480  2500  150 1.071055
480  2500  250 0.196150
480  2500  350 0.319350
480  2500  450 0.464318
480  2500  550 1.264985
480  2500  650 0.761650
480  2500  750 1.150220
480  2500  850 0.846829
480  2500  950 0.977060
560  2500  1050 0.717750
560  2500  150 0.547987
560  2500  250 0.482750
560  2500  350 0.374761
560  2500  450 0.842855
560  2500  550 1.908485
560  2500  650 1.135605
560  2500  750 1.030450
560  2500  850 0.688150
560  2500  950 1.600605
640  2500  1050 1.579380
640  2500  150 0.320273
640  2500  250 0.436700
640  2500  350 0.758100
640  2500  450 0.608792
640  2500  550 0.464600
640  2500  650 1.093540
640  2500  750 1.362000
640  2500  850 2.051000
640  2500  950 1.041210
720  2500  1050 1.064500
720  2500  150 0.922600
720  2500  250 0.476615
720  2500  350 0.664200
720  2500  450 1.100300
720  2500  550 0.908818
720  2500  650 0.514300
720  2500  750 1.354500
720  2500  850 1.318485
720  2500  950 1.275125
800  2500  1050 1.196540
800  2500  150 0.257300
800  2500  250 0.602050
800  2500  350 0.630950
800  2500  450 0.817505
800  2500  550 0.586510
800  2500  650 0.270850
800  2500  750 0.481970
800  2500  850 0.913200
800  2500  950 0.549114
880  2500  1050 1.027100
880  2500  150 0.995895
880  2500  250 0.238182
880  2500  350 2.842410
880  2500  450 0.841212
880  2500  550 0.679900
880  2500  650 0.535250
880  2500  750 1.386550
880  2500  850 0.900303
880  2500  950 0.959850
960  2500  1050 1.353395
960  2500  150 0.720300
960  2500  250 0.710450
960  2500  350 0.466187
960  2500  450 0.909750
960  2500  550 1.049300
960  2500  650 0.727406
960  2500  750 0.850700
960  2500  850 1.383500
960  2500  950 2.289095
1040  2500  1050 0.776200
1040  2500  150 0.473485
1040  2500  250 0.676700
1040  2500  350 0.661750
1040  2500  450 0.257250
1040  2500  550 0.439647
1040  2500  650 0.388308
1040  2500  750 1.614000
1040  2500  850 1.585000
1040  2500  950 1.932500
1120  2500  1050 0.410697
1120  2500  150 0.755350
1120  2500  250 1.444500
1120  2500  350 1.749000
1120  2500  450 0.903150
1120  2500  550 2.006515
1120  2500  650 0.777750
1120  2500  750 0.572133
1120  2500  850 0.913050
1120  2500  950 0.787467
1200  2500  1050 1.725620
1200  2500  150 1.075125
1200  2500  250 1.151400
1200  2500  350 1.198960
1200  2500  450 0.930700
1200  2500  550 1.136000
1200  2500  650 1.202500
1200  2500  750 1.260000
1200  2500  850 0.732350
1200  2500  950 0.702728
1280  2500  1050 0.953550
1280  2500  150 0.692750
1280  2500  250 1.223075
1280  2500  350 0.705700
1280  2500  450 0.804564
