160  2500  1050 6.993940
160  2500  150 3.990305
160  2500  250 5.077575
160  2500  350 6.591215
160  2500  450 4.536060
160  2500  550 5.883635
160  2500  650 5.781210
160  2500  750 5.160305
160  2500  850 6.824245
160  2500  950 4.979695
240  2500  1050 6.945455
240  2500  150 5.564245
240  2500  250 6.563635
240  2500  350 6.378485
240  2500  450 6.391515
240  2500  550 8.033335
240  2500  650 6.332125
240  2500  750 6.479395
240  2500  850 7.027270
240  2500  950 8.627275
320  2500  1050 7.748485
320  2500  150 6.503030
320  2500  250 6.630305
320  2500  350 6.778790
320  2500  450 7.754545
320  2500  550 8.127275
320  2500  650 8.330300
320  2500  750 7.196970
320  2500  850 7.554545
320  2500  950 9.763660
400  2500  1050 7.072725
400  2500  150 7.130305
400  2500  250 6.758485
400  2500  350 6.996970
400  2500  450 8.530305
400  2500  550 7.627275
400  2500  650 8.130305
400  2500  750 7.793940
400  2500  850 8.960609
400  2500  950 6.076365
480  2500  1050 7.185455
480  2500  150 7.054845
480  2500  250 7.281815
480  2500  350 6.915760
480  2500  450 7.751515
480  2500  550 6.681515
480  2500  650 6.997575
480  2500  750 7.617880
480  2500  850 7.198180
480  2500  950 7.035755
560  2500  1050 6.913940
560  2500  150 6.434850
560  2500  250 6.584245
560  2500  350 6.929090
560  2500  450 7.252730
560  2500  550 8.772715
560  2500  650 6.278790
560  2500  750 6.772120
560  2500  850 6.694845
560  2500  950 5.768180
640  2500  1050 4.884545
640  2500  150 6.538785
640  2500  250 6.362120
640  2500  350 6.516060
640  2500  450 6.034245
640  2500  550 6.326060
640  2500  650 7.402420
640  2500  750 6.493940
640  2500  850 5.399090
640  2500  950 5.524245
720  2500  1050 5.292725
720  2500  150 5.363635
720  2500  250 5.480910
720  2500  350 5.727575
720  2500  450 5.789700
720  2500  550 6.542730
720  2500  650 5.863940
720  2500  750 5.814545
720  2500  850 4.880605
720  2500  950 5.457270
800  2500  1050 4.329090
800  2500  150 5.774845
800  2500  250 5.500605
800  2500  350 5.435760
800  2500  450 4.806365
800  2500  550 5.503030
800  2500  650 5.494545
800  2500  750 5.314240
800  2500  850 4.976365
800  2500  950 5.798485
880  2500  1050 4.795150
880  2500  150 4.899700
880  2500  250 5.112125
880  2500  350 4.742425
880  2500  450 5.180910
880  2500  550 5.351215
880  2500  650 5.185150
880  2500  750 4.297515
880  2500  850 5.953030
880  2500  950 4.545105
960  2500  1050 4.910395
960  2500  150 5.057820
960  2500  250 5.144835
960  2500  350 4.894290
960  2500  450 5.306760
960  2500  550 6.094850
960  2500  650 4.979075
