100 	 559.757  16.1085
105 	 448.456  15.9732
110 	 361.917  16.1134
115 	 293.281  15.9763
120	 240.077  15.9212
125 	 197.122  15.7303
130 	 163.376  15.8101
135 	 135.791  15.8086
140 	 113.319  15.7234
145 	 95.0292  15.649
150 	 80.268   15.5946
155 	 68.0456  15.5232
160 	 58.01    15.3899
165 	 49.6639  15.3711
170 	 42.6441  15.3017
175 	 36.7994  15.1749
180 	 31.8695  15.2449
185 	 27.7028  15.063
190 	 24.1585  15.16
195 	 21.1597  14.9422
200 	 18.5245  14.9147
205 	 16.2439  15.117
210 	 14.3201  14.8495
215 	 12.6497  14.8689
220 	 11.1808  14.9108
225 	 9.90959  14.9662
230 	 8.78125  14.796
235 	 7.81646  14.7983
240 	 6.96892  14.7878
245 	 6.22701  14.7897
250 	 5.57596  14.7529
255 	 5.00108  14.729
260 	 4.48773  14.6782
265 	 4.03416  14.7964
270 	 3.63085  14.6565
275 	 3.2781   14.7341
280 	 2.95613  14.7816
285 	 2.67442  14.7661
290 	 2.42299  14.6805
295 	 2.19684  14.8465
300 	 1.99608  14.6905
305 	 1.81486  14.4434
310 	 1.64956  14.4769
315 	 1.50385  14.4549
320 	 1.3733   14.7503
325 	 1.25277  14.2875
330 	 1.14277  14.578
335 	 1.04713  14.3659
340 	 0.959617 14.3896
345 	 0.879793 14.3881
350 	 0.807323 14.3597
355 	 0.74141  14.368
360 	 0.681346  14.3357
365 	 0.626913  14.3627
370 	 0.576882  14.2712
375 	 0.531443  14.266
380 	 0.489973  14.3962
385 	 0.452072  14.2234
390 	 0.4176  14.3166
395 	 0.385775  14.3112
400 	 0.35683  14.2848
405 	 0.329881  14.2072
410 	 0.305512  14.2648
415 	 0.283519  14.102
420 	 0.262683  14.3075
425 	 0.243755  14.0504
430 	 0.226367  14.0494
435 	 0.209966  14.0334
440 	 0.195812  14.0772
445 	 0.181783  14.1771
450 	 0.169668  14.2368
455 	 0.158567  14.2609
460 	 0.147492  14.4105
465 	 0.137392  14.4772
470 	 0.128326  14.5144
475 	 0.119275  14.6664
480 	 0.112241  14.6307
485 	 0.104155  14.7581
490 	 0.0977878  14.7977
495 	 0.091451  14.8963
500 	 0.0855847  14.9611
505 	 0.0801322  15.0389
510 	 0.0751004  15.1402
515 	 0.0703432  15.2139
520 	 0.0660189  15.3368
525 	 0.0618641  15.4135
530 	 0.0580348  15.4422
535 	 0.0545113  15.5446
540 	 0.0511747  15.6283
545 	 0.0481537  15.726
550 	 0.0452067  15.8177
555 	 0.0424781  15.9022
560 	 0.0399591  16.0067
565 	 0.0376398  16.0367
570 	 0.0354242  16.137
575 	 0.0333988  16.2132
580 	 0.0313654  16.3135
585 	 0.0295471  16.4264
590 	 0.0279395  16.4546
595 	 0.0263263  16.567
600 	 0.0248009  16.6406
605 	 0.0233806  16.7295
610 	 0.0220672  16.8447
615 	 0.0208461  16.9276
620 	 0.0196331  17.0459
625 	 0.0185257  17.0835
630 	 0.0175075  17.1478
635 	 0.0164955  17.2753
640 	 0.0155809  17.3814
645 	 0.0147721  17.4885
650 	 0.0139566  17.56
655 	 0.0132456  17.6129
660 	 0.0125393  17.7363
665 	 0.0118287  17.7959
670 	 0.0112223  17.8974
675 	 0.0106123  17.9891
680 	 0.0100516  18.0618
685 	 0.0095256  18.1714
690 	 0.0090306  18.2108
695 	 0.00856339  18.3365
700 	 0.0081141  18.4146
705 	 0.00769525  18.4937
710 	 0.00730084  18.6195
715 	 0.00692243  18.7005
720 	 0.00656729  18.819
725 	 0.00623244  18.8796
730 	 0.00591771  18.996
735 	 0.00561049  19.0787
740 	 0.00532605  19.1995
745 	 0.00506044  19.2916
750 	 0.00480639  19.4088
755 	 0.00455979  19.508
760 	 0.00433688  19.632
765 	 0.00412174  19.7141
770 	 0.00391839  19.8299
775 	 0.00372717  19.9097
780 	 0.00354211  20.0016
785 	 0.00336904  20.123
790 	 0.00320476  20.2271
795 	 0.00304935  20.4479
800 	 0.00289588  20.516
805 	 0.00275424  20.5444
810 	 0.0026184  20.8204
815 	 0.00249291  21.0063
820 	 0.00237168  21.0865
825 	 0.00226163  21.0511
830 	 0.00214607  21.3705
835 	 0.00204589  21.3026
840 	 0.00195172  21.6053
845 	 0.0018573  21.8177
850 	 0.00176742  21.836
855 	 0.00168383  22.1411
860 	 0.00160403  22.0506
865 	 0.00153063  22.3461
870 	 0.00145772  22.6206
875 	 0.0013878  22.5422
880 	 0.00132077  23.2161
885 	 0.00126234  23.1283
890 	 0.00120568  23.8404
895 	 0.00114627  23.7327
900 	 0.00109501  23.9439
905 	 0.001044  24.1049
910 	 0.000996193  24.2789
915 	 0.00095071  24.5443
920 	 0.000907494  24.7597
925 	 0.000866391  24.877
930 	 0.000826533  25.0849
935 	 0.000789573  25.2885
940 	 0.000753768  25.4768
945 	 0.000719675  25.6582
950 	 0.000687022  25.8341
955 	 0.000656279  26.0372
960 	 0.000626876  26.2059
965 	 0.000598955  26.3653
970 	 0.000571551  26.5169
975 	 0.000546728  26.7985
980 	 0.000522495  26.9218
985 	 0.000499017  27.1036
990 	 0.000476255  27.3032
995 	 0.000455959  27.4544
1000 	 0.000435488  27.6595
1005 	 0.000416116  27.8649
1010 	 0.00039791  27.9983
1015 	 0.000379994  28.2833
1020 	 0.000363934  28.4046
1025 	 0.000347646  28.5755
1030 	 0.00033204  28.8856
1035 	 0.000318049  28.9792
1040 	 0.000303756  29.0799
1045 	 0.000290392  29.3415
1050 	 0.000277943  29.6252
1055 	 0.000265929  29.7061
1060 	 0.000254659  29.946
1065 	 0.000243251  30.237
1070 	 0.00023289  30.4322
1075 	 0.000222651  30.6837
1080 	 0.000213396  30.9264
1085 	 0.000204211  31.1401
1090 	 0.000196038  31.3673
1095 	 0.000187913  31.5579
1100 	 0.000179699  31.8291
1105 	 0.000172125  32.3718
1110 	 0.000165045  32.5508
1115 	 0.000157905  32.8048
1120 	 0.000151236  32.6359
1125 	 0.000144737  33.2161
1130 	 0.000138657  33.4105
1135 	 0.000133343  33.9387
1140 	 0.000127478  33.9505
1145 	 0.00012234  34.2228
1150 	 0.000117215  34.5171
1155 	 0.000112199  34.6636
1160 	 0.000107256  34.7177
1165 	 0.000103046  35.14
1170 	 9.86633e-05  35.2448
1175 	 9.44977e-05  35.491
1180 	 9.05131e-05  35.6874
1185 	 8.67972e-05  35.8364
1190 	 8.31669e-05  36.0309
1195 	 7.96568e-05  36.1691
1200 	 7.63052e-05  36.4029
1205 	 7.31846e-05  36.5593
1210 	 7.00987e-05  36.8407
1215 	 6.72666e-05  37.0524
1220 	 6.44711e-05  37.2551
1225 	 6.18495e-05  37.4468
1230 	 5.93775e-05  37.73
1235 	 5.69258e-05  37.9974
1240 	 5.46007e-05  38.1849
1245 	 5.23902e-05  38.4532
1250 	 5.02385e-05  38.7169
1255 	 4.81984e-05  38.9583
1260 	 4.6268e-05  39.295
1265 	 4.43332e-05  39.533
1270 	 4.25134e-05  39.7556
1275 	 4.07881e-05  40.0677
1280 	 3.91417e-05  40.3688
1285 	 3.75567e-05  40.5687
1290 	 3.60147e-05  40.8636
1295 	 3.4617e-05  41.111
1300 	 3.31856e-05  41.3826
1305 	 3.18643e-05  41.6171
1310 	 3.05669e-05  41.8635
1315 	 2.93562e-05  42.0558
1320 	 2.81652e-05  42.2681
1325 	 2.70203e-05  42.6434
1330 	 2.59296e-05  42.8496
1335 	 2.49015e-05  43.1496
1340 	 2.39221e-05  43.2927
1345 	 2.29308e-05  43.3701
1350 	 2.20166e-05  43.7141
1355 	 2.11331e-05  43.7576
1360 	 2.02909e-05  44.275
1365 	 1.94752e-05  44.5547
1370 	 1.8714e-05  44.489
1375 	 1.79681e-05  45.0069
1380 	 1.72697e-05  45.2231
1385 	 1.65664e-05  45.3811
1390 	 1.58669e-05  45.629
1395 	 1.52759e-05  45.6655
1400 	 1.46673e-05  45.9932
1405 	 1.40698e-05  46.2074
1410 	 1.35484e-05  46.5574
1415 	 1.30386e-05  46.9138
1420 	 1.253e-05  47.235
1425 	 1.20335e-05  47.4376
1430 	 1.15351e-05  47.6339
1435 	 1.11127e-05  48.0539
1440 	 1.06301e-05  48.0551
1445 	 1.02226e-05  48.3748
1450 	 9.84287e-06  48.7594
1455 	 9.45889e-06  49.0619
1460 	 9.09124e-06  49.2373
1465 	 8.73208e-06  49.5338
1470 	 8.38911e-06  49.7994
1475 	 8.05993e-06  50.0207
1480 	 7.74413e-06  50.3417
1485 	 7.44538e-06  50.5264
1490 	 7.14898e-06  50.7934
1495 	 6.86798e-06  51.0213
1500 	 6.59698e-06  51.2711
1505 	 6.33638e-06  51.4848
1510 	 6.08509e-06  51.7365
1515 	 5.84265e-06  51.9947
1520 	 5.6093e-06  52.2054
1525 	 5.38651e-06  52.4747
1530 	 5.1742e-06  52.7563
1535 	 4.97273e-06  52.9922
1540 	 4.77117e-06  53.2497
1545 	 4.58178e-06  53.4133
1550 	 4.39875e-06  53.7199
1555 	 4.22724e-06  53.9776
1560 	 4.05582e-06  54.2081
1565 	 3.89113e-06  54.5909
1570 	 3.72963e-06  54.8285
1575 	 3.58102e-06  54.9611
1580 	 3.43895e-06  55.2433
1585 	 3.29773e-06  55.5563
1590 	 3.16675e-06  55.7857
1595 	 3.03589e-06  55.9798
1600 	 2.91221e-06  56.3512
1605 	 2.79219e-06  56.5093
1610 	 2.66816e-06  56.8717
1615 	 2.55964e-06  56.9442
1620 	 2.44758e-06  57.2952
1625 	 2.34644e-06  57.5294
1630 	 2.24557e-06  57.7382
1635 	 2.15574e-06  57.8618
1640 	 2.0669e-06  58.016
1645 	 1.98515e-06  58.2828
1650 	 1.90249e-06  58.651
1655 	 1.83115e-06  58.9189
1660 	 1.76963e-06  59.2455
1665 	 1.70036e-06  59.4164
1670 	 1.63964e-06  59.6636
1675 	 1.58714e-06  60.0861
1680 	 1.52765e-06  60.2995
1685 	 1.47645e-06  60.5926
1690 	 1.42533e-06  60.8999
1695 	 1.37529e-06  61.1528
1700 	 1.32467e-06  61.392
1705 	 1.27389e-06  61.6317
1710 	 1.22407e-06  61.8075
1715 	 1.18167e-06  62.2826
1720 	 1.13218e-06  62.4136
1725 	 1.09086e-06  62.7163
1730 	 1.04182e-06  62.7379
1735 	 1.00428e-06  63.1036
1740 	 9.64964e-07  63.3464
1745 	 9.26859e-07  63.6113
1750 	 8.90605e-07  63.8391
1755 	 8.56319e-07  64.0747
1760 	 8.2246e-07  64.3035
1765 	 7.90884e-07  64.5973
1770 	 7.59995e-07  64.8419
1775 	 7.3087e-07  65.0354
1780 	 7.02001e-07  65.3007
1785 	 6.75402e-07  65.5868
1790 	 6.49168e-07  65.7934
1795 	 6.24339e-07  66.0476
1800 	 6.00052e-07  66.2636
1805 	 5.76531e-07  66.5428
1810 	 5.5474e-07  66.8028
1815 	 5.33316e-07  67.0617
1820 	 5.129e-07  67.2985
1825 	 4.93338e-07  67.6074
1830 	 4.74104e-07  67.7943
1835 	 4.55409e-07  68.0365
1840 	 4.37889e-07  68.3383
1845 	 4.21436e-07  68.6014
1850 	 4.04973e-07  68.8823
1855 	 3.89723e-07  69.08
1860 	 3.7399e-07  69.4608
1865 	 3.59977e-07  69.5443
1870 	 3.45452e-07  69.8554
1875 	 3.32155e-07  70.0667
1880 	 3.19667e-07  70.3694
1885 	 3.06274e-07  70.6069
1890 	 2.95073e-07  70.7798
1895 	 2.83743e-07  70.9919
1900 	 2.724e-07  71.2184
1905 	 2.62039e-07  71.4803
1910 	 2.51734e-07  71.6697
1915 	 2.4149e-07  71.8236
1920 	 2.32237e-07  72.076
1925 	 2.23897e-07  72.3551
1930 	 2.14605e-07  72.5351
1935 	 2.06292e-07  72.7478
1940 	 1.99019e-07  73.0776
1945 	 1.90756e-07  73.2183
1950 	 1.83446e-07  73.4612
1955 	 1.7615e-07  73.6804
1960 	 1.69813e-07  73.9751
1965 	 1.62682e-07  74.0833
1970 	 1.56389e-07  74.3243
1975 	 1.51029e-07  74.6914
1980 	 1.44807e-07  74.8288
1985 	 1.39563e-07  75.1522
1990 	 1.34259e-07  75.4315
1995 	 1.29026e-07  75.6265
2000 	 1.23774e-07  75.8327
