10000  1020  1000  375  2000  7.828015  1.052759
10000  1120  1000  375  2000  6.801833  1.020600
10000  1220  1000  375  2000  5.722363  1.218000
10000  1320  1000  375  2000  5.108879  0.450050
10000  1420  1000  375  2000  5.387697  1.459024
10000  1520  1000  375  2000  4.857985  0.869550
10000  1620  1000  375  2000  4.319358  0.604900
10000  1720  1000  375  2000  4.256500  2.698000
10000  1820  1000  375  2000  3.932318  0.469150
10000  1920  1000  375  2000  4.049500  0.567700
10000  2020  1000  375  2000  4.338000  2.691991
10000  420  1000  375  2000  7.991000  0.208619
10000  520  1000  375  2000  9.071000  0.100265
10000  620  1000  375  2000  9.940060  0.211248
10000  720  1000  375  2000  9.867591  0.977277
10000  820  1000  375  2000  10.768940  1.119000
10000  920  1000  375  2000  9.146697  0.353009
10000  1020  1100  375  2000  10.303576  0.294600
10000  1120  1100  375  2000  9.011470  0.678201
10000  1220  1100  375  2000  7.631727  0.681750
10000  1320  1100  375  2000  6.366182  1.698000
10000  1420  1100  375  2000  5.835894  0.341850
10000  1520  1100  375  2000  4.650933  1.857500
10000  1620  1100  375  2000  5.396500  0.820000
10000  1720  1100  375  2000  4.498000  1.233000
10000  1820  1100  375  2000  4.974070  0.905850
10000  1920  1100  375  2000  6.993955  2.851376
10000  2020  1100  375  2000  4.446500  0.768550
10000  420  1100  375  2000  8.120501  0.405300
10000  520  1100  375  2000  9.160000  0.306636
10000  620  1100  375  2000  10.283682  0.320999
10000  720  1100  375  2000  11.567560  0.388952
10000  820  1100  375  2000  11.750636  0.776300
10000  920  1100  375  2000  11.253000  0.384150
10000  1020  1200  375  2000  12.662394  1.938000
10000  1120  1200  375  2000  11.461606  0.931450
10000  1220  1200  375  2000  8.163227  1.054080
10000  1320  1200  375  2000  7.940727  0.586850
10000  1420  1200  375  2000  7.154970  0.460152
10000  1520  1200  375  2000  7.064455  0.804768
10000  1620  1200  375  2000  6.881000  2.065500
10000  1720  1200  375  2000  5.475000  0.925250
10000  1820  1200  375  2000  5.664000  0.435050
10000  1920  1200  375  2000  5.882000  1.254500
10000  2020  1200  375  2000  5.251000  0.309500
10000  420  1200  375  2000  8.059000  0.456484
