60000  1020  1000  5000  375  7.064379  2.806000
60000  1120  1000  5000  375  7.166969  3.567934
60000  1220  1000  5000  375  4.886370  2.810500
60000  1320  1000  5000  375  11.071000  9.447500
60000  1420  1000  5000  375  5.679000  5.180000
60000  1520  1000  5000  375  3.681664  2.774500
60000  1620  1000  5000  375  3.443524  2.729000
60000  1720  1000  5000  375  3.520888  2.914500
60000  1820  1000  5000  375  3.873000  3.497500
60000  1920  1000  5000  375  11.155000  10.103001
60000  2020  1000  5000  375  3.474500  3.566500
60000  420  1000  5000  375  7.762000  0.448250
60000  520  1000  5000  375  8.657500  0.579800
60000  620  1000  5000  375  9.903894  1.138576
60000  720  1000  5000  375  9.205379  0.962650
60000  820  1000  5000  375  8.665455  2.085500
60000  920  1000  5000  375  7.670894  2.917000
60000  1020  1100  5000  375  7.988651  4.268954
60000  1120  1100  5000  375  8.802106  5.419788
60000  1220  1100  5000  375  9.488758  8.177500
60000  1320  1100  5000  375  5.788409  4.165000
60000  1420  1100  5000  375  6.306151  5.240000
60000  1520  1100  5000  375  4.867736  3.892327
60000  1620  1100  5000  375  5.605924  4.537148
60000  1720  1100  5000  375  3.714000  3.409500
60000  1820  1100  5000  375  4.478733  3.888579
60000  1920  1100  5000  375  4.143734  3.627509
60000  2020  1100  5000  375  3.333500  2.999000
60000  420  1100  5000  375  10.028500  3.898000
60000  520  1100  5000  375  9.211939  0.824394
60000  620  1100  5000  375  9.929622  0.939900
60000  720  1100  5000  375  12.055000  5.401000
60000  820  1100  5000  375  10.080697  2.781000
60000  920  1100  5000  375  9.629954  4.286233
60000  1020  1200  5000  375  11.378060  7.963424
60000  1120  1200  5000  375  9.146545  6.567060
60000  1220  1200  5000  375  6.593909  4.912542
60000  1320  1200  5000  375  7.235576  5.759818
60000  1420  1200  5000  375  6.065500  5.372500
60000  1520  1200  5000  375  4.378539  3.751000
60000  1620  1200  5000  375  3.583500  3.179500
60000  1720  1200  5000  375  5.363697  4.647076
60000  1820  1200  5000  375  3.911203  3.406027
60000  1920  1200  5000  375  3.214118  2.796500
60000  2020  1200  5000  375  4.287000  4.936000
60000  420  1200  5000  375  7.857000  0.608412
60000  520  1200  5000  375  8.954000  1.005499
60000  620  1200  5000  375  10.061773  1.175300
60000  720  1200  5000  375  11.339727  2.492000
60000  820  1200  5000  375  10.987621  3.753000
60000  920  1200  5000  375  12.655970  6.947318
60000  1020  1300  5000  375  12.584621  9.308954
60000  1120  1300  5000  375  9.273516  7.322864
60000  1220  1300  5000  375  7.950076  6.510788
